card_name,offer_url,rarity,lowest,highest,average,offer_count
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Ultra Rare,0.50,6.00,1.63,32
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Secret Rare,1.49,9.99,2.92,21
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Prismatic Style Ultimate Rare,2.99,9.99,5.84,12
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Prismatic Collector’s Rare,4.80,29.90,17.35,2
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Prismatic Style Collector’s Rares,4.89,14.99,7.79,8
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Platinum Secret Rares,8.00,33.00,17.00,3
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Collector's Rare,9.00,9.00,9.00,1
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Starlight Rare,18.98,99.00,31.70,14
Refletor Psíquico,https://mypcards.com/yugioh/produto/320758/refletor-psiquico,Ultimate Rare,2.00,2.00,2.00,1
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Super Rare,0.50,2.99,1.10,19
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Ultra Rare,0.45,6.00,1.93,29
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Secret Rare,1.99,15.99,4.70,21
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Prismatic Collector’s Rare,9.00,11.99,10.50,2
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Platinum Secret Rares,9.00,11.99,10.15,5
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Prismatic Style Ultimate Rare,9.00,15.00,10.97,4
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Prismatic Style Collector’s Rares,9.90,46.00,14.76,9
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Prismatic Ultimate Rare,14.99,39.00,27.00,2
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Collector's Rare,20.00,20.00,20.00,1
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Starlight Rare,34.90,99.00,46.43,11
Caveira Ameaçadora Saryuja,https://mypcards.com/yugioh/produto/320798/caveira-ameacadora-saryuja,Rare,2.00,2.00,2.00,1
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Ultra Rare,0.50,4.99,1.61,20
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Super Rare,0.45,6.00,1.36,23
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Secret Rare,2.49,12.99,4.99,20
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Prismatic Style Collector’s Rares,2.90,45.00,10.74,9
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Prismatic Collector’s Rare,5.99,5.99,5.99,1
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Prismatic Style Ultimate Rare,4.99,9.99,7.77,5
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Platinum Secret Rares,5.89,35.99,14.77,5
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Starlight Rare,44.00,95.00,55.98,9
Chamado dos Assombrados,https://mypcards.com/yugioh/produto/320821/chamado-dos-assombrados,Collector's Rare,50.00,50.00,50.00,1
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Super Rare,0.50,2.50,1.12,21
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Ultra Rare,0.45,6.00,1.75,20
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Secret Rare,1.50,10.00,3.19,24
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Prismatic Style Collector’s Rares,4.49,9.99,6.87,5
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Prismatic Style Ultimate Rare,5.00,7.99,7.08,5
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Platinum Secret Rares,6.00,35.00,17.00,3
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Starlight Rare,29.90,44.99,37.34,8
Renascimento do Dragão,https://mypcards.com/yugioh/produto/320823/renascimento-do-dragao,Prismatic Collector’s Rare,38.00,38.00,38.00,1
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Super Rare,0.40,6.00,1.30,22
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Ultra Rare,0.50,6.00,1.46,30
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Secret Rare,2.90,15.00,5.12,16
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Prismatic Style Collector’s Rares,4.90,11.99,7.98,6
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Prismatic Style Ultimate Rare,4.90,20.00,12.61,6
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Platinum Secret Rares,7.00,30.00,12.50,8
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Prismatic Collector’s Rare,7.00,19.99,12.02,4
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Platinum Rare,26.99,26.99,26.99,1
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Starlight Rare,39.90,49.99,44.96,6
"Eternidade Garunix, o Hyang dos Reis de Fogo",https://mypcards.com/yugioh/produto/320797/eternidade-garunix-o-hyang-dos-reis-de-fogo,Starfoil Rare,44.99,44.99,44.99,1
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Ultra Rare,0.45,6.00,1.64,28
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Super Rare,0.40,6.00,1.20,21
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Secret Rare,2.00,10.50,3.91,21
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Prismatic Secret Rare,5.00,5.00,5.00,1
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Platinum Secret Rares,5.49,22.80,9.61,10
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Prismatic Style Ultimate Rare,5.99,7.99,6.99,2
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Prismatic Style Collector’s Rares,6.98,29.00,11.39,7
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Prismatic Ultimate Rare,9.90,19.90,14.90,2
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Starlight Rare,38.00,69.99,49.46,6
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Common,0.50,0.50,0.50,1
Espadas da Luz Oculta,https://mypcards.com/yugioh/produto/320804/espadas-da-luz-oculta,Prismatic Collector’s Rare,20.00,20.00,20.00,1
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Super Rare,0.40,4.90,1.11,24
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Ultra Rare,0.45,6.00,1.76,31
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Secret Rare,1.00,7.80,3.57,19
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Prismatic Style Collector’s Rares,3.90,23.99,8.13,12
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Prismatic Style Ultimate Rare,3.90,7.50,6.19,6
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Prismatic Collector’s Rare,5.00,9.99,7.50,2
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Platinum Secret Rares,4.89,9.90,6.44,6
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Prismatic Ultimate Rare,22.90,22.90,22.90,1
Eldlixir do Despertar Negro,https://mypcards.com/yugioh/produto/320810/eldlixir-do-despertar-negro,Starlight Rare,38.00,59.99,47.42,11
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Ultra Rare,0.45,6.00,1.62,28
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Super Rare,0.40,6.00,1.22,25
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Secret Rare,1.99,9.90,3.57,17
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Prismatic Style Ultimate Rare,2.25,29.50,7.95,10
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Prismatic Collector’s Rare,5.99,9.90,7.95,2
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Prismatic Style Collector’s Rares,4.89,29.50,9.46,7
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Platinum Secret Rares,4.89,33.00,10.63,6
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Collector's Rare,5.00,5.00,5.00,1
Nação Dogmatika,https://mypcards.com/yugioh/produto/320811/nacao-dogmatika,Starlight Rare,39.00,39.99,39.77,5
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Ultra Rare,0.45,6.00,1.57,29
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Super Rare,0.40,6.00,1.25,24
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Secret Rare,1.49,10.00,4.15,12
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Prismatic Style Ultimate Rare,7.50,29.90,14.08,5
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Prismatic Collector’s Rare,7.50,33.00,20.25,2
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Platinum Secret Rares,7.50,35.99,13.52,8
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Prismatic Style Collector’s Rares,7.90,14.99,9.87,5
Marcado em Bom Humor,https://mypcards.com/yugioh/produto/320812/marcado-em-bom-humor,Prismatic Ultimate Rare,8.00,8.00,8.00,1
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Super Rare,0.40,6.00,1.18,23
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Ultra Rare,0.45,6.00,1.53,28
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Secret Rare,1.50,10.00,3.63,14
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Platinum Rare,3.50,3.50,3.50,1
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Prismatic Style Ultimate Rare,4.89,6.90,5.70,4
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Prismatic Style Collector’s Rares,5.00,29.92,11.19,7
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Platinum Secret Rares,5.00,35.50,11.73,6
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Starlight Rare,35.00,69.99,53.32,6
Nhamyversão☆Mignon,https://mypcards.com/yugioh/produto/320818/nhamyversaomignon,Collector's Rare,35.00,35.00,35.00,1
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Super Rare,0.30,3.50,1.47,19
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Ultra Rare,0.60,8.00,2.02,25
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Secret Rare,2.90,15.00,5.03,21
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Prismatic Style Ultimate Rare,6.80,11.99,8.60,9
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Platinum Secret Rares,9.99,39.90,26.22,4
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Prismatic Style Collector’s Rares,6.89,9.99,7.96,3
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Ultimate Rare,8.90,45.00,26.95,2
Camada Vermelha Super Quantum,https://mypcards.com/yugioh/produto/320753/camada-vermelha-super-quantum,Starlight Rare,69.90,69.99,69.94,2
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Super Rare,0.30,4.50,1.17,22
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Ultra Rare,0.50,9.00,1.95,30
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Secret Rare,2.40,10.00,3.49,18
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Prismatic Collector’s Rare,5.99,5.99,5.99,1
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Platinum Secret Rares,5.00,45.00,12.63,6
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Prismatic Style Ultimate Rare,5.00,7.99,5.97,4
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Prismatic Style Collector’s Rares,4.90,35.00,9.07,10
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Collector's Rare,5.00,5.00,5.00,1
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Prismatic Ultimate Rare,5.99,5.99,5.99,1
Besta Mech Super Quantal Pulso Orca,https://mypcards.com/yugioh/produto/320793/besta-mech-super-quantal-pulso-orca,Starlight Rare,33.90,59.99,43.36,13
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Ultra Rare,0.50,6.00,2.26,26
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Super Rare,0.20,3.99,1.56,17
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Secret Rare,1.98,13.00,4.83,21
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Prismatic Style Collector’s Rares,4.99,36.99,11.40,12
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Prismatic Style Ultimate Rare,5.00,35.00,12.62,8
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Platinum Secret Rares,6.00,39.90,17.72,4
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Prismatic Ultimate Rare,7.00,7.00,7.00,1
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Collector's Rare,7.00,7.00,7.00,1
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Prismatic Collector’s Rare,14.99,14.99,14.99,1
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Ultimate Rare,12.00,12.00,12.00,1
Rastreador Foguette,https://mypcards.com/yugioh/produto/320760/rastreador-foguette,Starlight Rare,48.00,99.00,59.57,10
