card_name,offer_url,rarity,lowest,highest,average,offer_count
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Prismatic Style Ultimate Rare,24.90,59.99,37.18,5
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Prismatic Style Collector’s Rares,24.99,45.99,30.82,6
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Prismatic Ultimate Rare,29.99,29.99,29.99,1
Mementoal Tecuhtlica - Criação Combinada,https://mypcards.com/yugioh/produto/320774/mementoal-tecuhtlica-criacao-combinada,Starlight Rare,134.90,185.00,151.58,8
"Imseti, a Glória de Horus",https://mypcards.com/yugioh/produto/320772/imseti-a-gloria-de-horus,Ultra Rare,8.00,15.00,12.50,13
"Imseti, a Glória de Horus",https://mypcards.com/yugioh/produto/320772/imseti-a-gloria-de-horus,Super Rare,9.50,15.00,11.55,10
"Imseti, a Glória de Horus",https://mypcards.com/yugioh/produto/320772/imseti-a-gloria-de-horus,Secret Rare,14.90,33.79,18.26,6
"Imseti, a Glória de Horus",https://mypcards.com/yugioh/produto/320772/imseti-a-gloria-de-horus,Prismatic Style Collector’s Rares,22.00,28.00,25.00,2
"Imseti, a Glória de Horus",https://mypcards.com/yugioh/produto/320772/imseti-a-gloria-de-horus,Collector's Rare,49.90,49.90,49.90,1
"Imseti, a Glória de Horus",https://mypcards.com/yugioh/produto/320772/imseti-a-gloria-de-horus,Starlight Rare,130.00,140.00,135.33,3
Pot of Avarice (stamp artwork),https://mypcards.com/yugioh/produto/320855/pot-of-avarice-stamp-artwork,Ultra Rare,8.00,20.00,11.45,23
Pot of Avarice (stamp artwork),https://mypcards.com/yugioh/produto/320855/pot-of-avarice-stamp-artwork,10000 Secret Rare,10.89,10.89,10.89,1
Pot of Avarice (stamp artwork),https://mypcards.com/yugioh/produto/320855/pot-of-avarice-stamp-artwork,Starlight Rare,40.00,120.00,61.58,14
Pot of Avarice (stamp artwork),https://mypcards.com/yugioh/produto/320855/pot-of-avarice-stamp-artwork,Quarter Century Secret Rare,50.00,50.00,50.00,1
Forbidden Chalice (stamp artwork),https://mypcards.com/yugioh/produto/320856/forbidden-chalice-stamp-artwork,Ultra Rare,8.00,24.00,11.72,22
Forbidden Chalice (stamp artwork),https://mypcards.com/yugioh/produto/320856/forbidden-chalice-stamp-artwork,Starlight Rare,54.90,89.90,67.17,15
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Ultra Rare,12.00,25.00,17.91,16
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Super Rare,8.00,20.00,14.16,19
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Secret Rare,13.00,40.00,22.16,26
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Prismatic Collector’s Rare,29.99,34.99,31.66,3
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Prismatic Style Ultimate Rare,28.49,45.00,33.12,4
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Prismatic Style Collector’s Rares,28.49,55.00,33.77,7
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Platinum Secret Rares,29.00,29.00,29.00,1
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Prismatic Secret Rare,29.99,29.99,29.99,1
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Starlight Rare,74.89,95.50,79.14,9
Trap Dustshoot,https://mypcards.com/yugioh/produto/320822/trap-dustshoot,Collector's Rare,26.50,26.50,26.50,1
Stand Up Centur-Ion! (stamp artwork),https://mypcards.com/yugioh/produto/320862/stand-up-centur-ion-stamp-artwork,Ultra Rare,7.90,15.99,9.50,21
Stand Up Centur-Ion! (stamp artwork),https://mypcards.com/yugioh/produto/320862/stand-up-centur-ion-stamp-artwork,Starlight Rare,29.90,49.99,41.42,9
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Ultra Rare,7.75,25.00,13.09,16
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Super Rare,8.00,23.00,12.18,16
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Secret Rare,15.89,54.00,23.04,13
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Prismatic Style Ultimate Rare,22.00,27.89,25.82,4
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Prismatic Style Collector’s Rares,22.00,29.99,26.77,5
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Platinum Secret Rares,24.99,69.00,36.17,5
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Prismatic Ultimate Rare,59.00,59.00,59.00,1
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Starlight Rare,69.89,99.99,77.11,7
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Common,9.90,9.90,9.90,1
Canções dos Dominadores,https://mypcards.com/yugioh/produto/320826/cancoes-dos-dominadores,Collector's Rare,20.00,50.00,35.00,2
Ghost Ogre & Snow Rabbit // description::(stamp artwork),https://mypcards.com/yugioh/produto/320870/ghost-ogre-snow-rabbit-descriptionstamp-artwork,Ultra Rare,7.40,29.50,12.32,19
Ghost Ogre & Snow Rabbit // description::(stamp artwork),https://mypcards.com/yugioh/produto/320870/ghost-ogre-snow-rabbit-descriptionstamp-artwork,Starlight Rare,60.00,110.00,84.83,16
Cross-Sheep (stamp artwork),https://mypcards.com/yugioh/produto/320847/cross-sheep-stamp-artwork,Ultra Rare,7.00,25.50,10.91,22
Cross-Sheep (stamp artwork),https://mypcards.com/yugioh/produto/320847/cross-sheep-stamp-artwork,Starlight Rare,50.00,99.99,76.07,10
Swords of Revealing Light (stamp artwork),https://mypcards.com/yugioh/produto/320850/swords-of-revealing-light-stamp-artwork,Ultra Rare,7.00,18.50,9.48,23
Swords of Revealing Light (stamp artwork),https://mypcards.com/yugioh/produto/320850/swords-of-revealing-light-stamp-artwork,Common,8.39,8.39,8.39,1
Swords of Revealing Light (stamp artwork),https://mypcards.com/yugioh/produto/320850/swords-of-revealing-light-stamp-artwork,Starlight Rare,30.00,69.99,44.12,14
Foolish Burial (stamp artwork),https://mypcards.com/yugioh/produto/320877/foolish-burial-stamp-artwork,Ultra Rare,7.00,30.00,11.68,18
Foolish Burial (stamp artwork),https://mypcards.com/yugioh/produto/320877/foolish-burial-stamp-artwork,Starlight Rare,50.00,97.99,76.85,15
Foolish Burial (stamp artwork),https://mypcards.com/yugioh/produto/320877/foolish-burial-stamp-artwork,Common,90.00,90.00,90.00,1
Solemn Judgment (stamp artwork),https://mypcards.com/yugioh/produto/320864/solemn-judgment-stamp-artwork,Ultra Rare,6.90,32.50,11.97,19
Solemn Judgment (stamp artwork),https://mypcards.com/yugioh/produto/320864/solemn-judgment-stamp-artwork,Starlight Rare,68.00,200.00,95.68,17
Mystical Space Typhoon (stamp artwork),https://mypcards.com/yugioh/produto/320853/mystical-space-typhoon-stamp-artwork,Ultra Rare,6.89,15.00,9.09,16
Mystical Space Typhoon (stamp artwork),https://mypcards.com/yugioh/produto/320853/mystical-space-typhoon-stamp-artwork,Starlight Rare,74.80,99.99,81.69,8
Reinforcement of the Army (stamp artwork),https://mypcards.com/yugioh/produto/320854/reinforcement-of-the-army-stamp-artwork,Ultra Rare,6.89,17.50,9.22,18
Reinforcement of the Army (stamp artwork),https://mypcards.com/yugioh/produto/320854/reinforcement-of-the-army-stamp-artwork,Starlight Rare,97.90,149.99,116.48,16
Solemn Warning (stamp artwork),https://mypcards.com/yugioh/produto/320866/solemn-warning-stamp-artwork,Ultra Rare,7.89,19.00,9.82,19
Solemn Warning (stamp artwork),https://mypcards.com/yugioh/produto/320866/solemn-warning-stamp-artwork,Starlight Rare,48.90,99.99,65.63,12
Monster Reborn (stamp artwork),https://mypcards.com/yugioh/produto/320849/monster-reborn-stamp-artwork,Ultra Rare,5.85,23.20,9.50,23
Monster Reborn (stamp artwork),https://mypcards.com/yugioh/produto/320849/monster-reborn-stamp-artwork,Starlight Rare,66.00,125.00,81.12,13
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Super Rare,7.00,8.99,8.00,2
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Ultra Rare,8.00,15.50,10.70,16
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Secret Rare,10.00,30.99,16.95,14
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Prismatic Style Ultimate Rare,18.00,35.99,22.48,8
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Prismatic Collector’s Rare,19.90,21.90,20.90,2
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Platinum Secret Rares,20.00,24.97,21.66,3
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Prismatic Style Collector’s Rares,23.99,24.99,24.65,3
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Starlight Rare,54.90,199.00,90.96,9
PSÍ-Armação Equipamento Delta,https://mypcards.com/yugioh/produto/320752/psi-armacao-equipamento-delta,Common,5.00,5.00,5.00,1
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Ultra Rare,6.90,19.99,10.53,22
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Super Rare,5.00,18.99,8.76,20
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Secret Rare,9.00,35.00,17.82,19
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Prismatic Style Ultimate Rare,24.00,25.00,24.63,3
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Platinum Secret Rares,24.89,45.00,34.95,4
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Prismatic Style Collector’s Rares,24.90,69.60,42.40,6
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Prismatic Ultimate Rare,45.99,45.99,45.99,1
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Prismatic Collector’s Rare,49.90,49.90,49.90,1
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Starlight Rare,69.90,99.99,82.98,5
Centur-Ião Primera,https://mypcards.com/yugioh/produto/320775/centur-iao-primera,Ultimate Rare,20.00,20.00,20.00,1
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Ultra Rare,5.40,15.99,9.10,17
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Super Rare,5.00,15.00,7.25,16
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Secret Rare,10.80,25.90,13.67,12
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Prismatic Style Ultimate Rare,18.00,24.99,20.96,6
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Prismatic Style Collector’s Rares,18.90,24.99,20.78,5
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Collector's Rare,25.00,28.99,26.99,2
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Platinum Secret Rares,29.99,29.99,29.99,1
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Prismatic Ultimate Rare,32.99,49.00,41.00,2
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Prismatic Collector’s Rare,65.00,65.00,65.00,1
Dragão Condenado Olho de Cobra,https://mypcards.com/yugioh/produto/320784/dragao-condenado-olho-de-cobra,Starlight Rare,120.00,210.00,169.96,6
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Ultra Rare,4.90,25.90,9.96,17
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Super Rare,5.00,19.50,8.67,13
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Secret Rare,9.00,35.90,14.04,14
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Prismatic Collector’s Rare,20.00,29.99,24.99,2
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Prismatic Style Ultimate Rare,22.90,65.00,33.97,4
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Prismatic Style Collector’s Rares,14.99,69.00,28.52,9
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Platinum Secret Rares,22.90,24.99,23.63,3
"Lancea, o Dragão Ancestral da Montanha de Gelo",https://mypcards.com/yugioh/produto/320790/lancea-o-dragao-ancestral-da-montanha-de-gelo,Starlight Rare,59.00,98.00,73.44,13
Tour Guide From the Underworld (stamp artwork),https://mypcards.com/yugioh/produto/320833/tour-guide-from-the-underworld-stamp-artwork,Ultra Rare,5.00,25.99,8.38,20
Tour Guide From the Underworld (stamp artwork),https://mypcards.com/yugioh/produto/320833/tour-guide-from-the-underworld-stamp-artwork,Starlight Rare,69.90,100.00,79.39,10
Fateful Adventure (stamp artwork),https://mypcards.com/yugioh/produto/320859/fateful-adventure-stamp-artwork,Ultra Rare,4.90,18.00,8.59,21
Fateful Adventure (stamp artwork),https://mypcards.com/yugioh/produto/320859/fateful-adventure-stamp-artwork,Starlight Rare,50.00,90.00,71.90,13
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Super Rare,4.89,15.50,7.13,15
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Ultra Rare,4.89,25.99,8.23,12
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Secret Rare,5.50,39.50,12.31,15
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Prismatic Collector’s Rare,11.90,49.90,21.45,4
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Prismatic Style Ultimate Rare,9.90,45.99,18.44,6
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Platinum Secret Rares,10.00,14.99,13.32,3
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Prismatic Style Collector’s Rares,10.00,34.99,18.85,10
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Collector's Rare,40.00,40.00,40.00,1
Adivinha do Arauto,https://mypcards.com/yugioh/produto/320762/adivinha-do-arauto,Starlight Rare,94.99,125.00,109.98,10
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Super Rare,5.00,20.00,9.13,24
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Ultra Rare,5.00,30.00,10.22,33
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Platinum Secret Rares,24.00,75.00,35.79,5
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Secret Rare,10.00,35.00,17.15,15
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Prismatic Collector’s Rare,19.00,30.00,24.50,2
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Prismatic Style Ultimate Rare,19.90,60.00,38.30,3
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Prismatic Style Collector’s Rares,19.99,23.00,21.49,2
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Collector's Rare,60.00,60.00,60.00,1
Aposte sua Alma!,https://mypcards.com/yugioh/produto/320814/aposte-sua-alma,Starlight Rare,67.00,100.00,77.31,6
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Secret Rare,4.99,19.99,11.39,17
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Ultra Rare,4.90,15.00,7.76,23
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Super Rare,4.80,9.49,6.53,18
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Platinum Secret Rares,14.90,55.00,22.35,11
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Prismatic Collector’s Rare,16.99,16.99,16.99,1
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Prismatic Style Collector’s Rares,14.90,56.99,24.37,5
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Prismatic Style Ultimate Rare,18.00,45.90,25.65,6
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Starlight Rare,79.90,100.00,89.97,4
Polimerização Pesada,https://mypcards.com/yugioh/produto/320816/polimerizacao-pesada,Common,4.50,4.50,4.50,1
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Ultra Rare,5.00,35.00,15.26,27
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Super Rare,6.49,20.00,9.35,15
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Secret Rare,9.00,30.00,20.48,18
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Platinum Secret Rares,19.99,65.00,33.55,7
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Prismatic Collector’s Rare,24.00,24.00,24.00,1
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Prismatic Style Ultimate Rare,22.00,45.00,34.48,6
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Prismatic Style Collector’s Rares,30.00,38.99,33.00,3
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Prismatic Secret Rare,44.90,44.90,44.90,1
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Starlight Rare,84.00,199.90,119.11,15
Vanquish Soul Razen (stamp artwork),https://mypcards.com/yugioh/produto/320873/vanquish-soul-razen-stamp-artwork,Collector's Rare,39.99,39.99,39.99,1
Tri-Brigade Kitt (stamp artwork),https://mypcards.com/yugioh/produto/318766/tri-brigade-kitt-stamp-artwork,Ultra Rare,4.00,19.50,6.78,23
Tri-Brigade Kitt (stamp artwork),https://mypcards.com/yugioh/produto/318766/tri-brigade-kitt-stamp-artwork,Starlight Rare,40.00,59.99,50.52,11
Tri-Brigade Kitt (stamp artwork),https://mypcards.com/yugioh/produto/318766/tri-brigade-kitt-stamp-artwork,Super Rare,5.00,5.00,5.00,1
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Super Rare,4.00,13.99,6.79,13
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Ultra Rare,5.00,14.99,8.53,15
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Secret Rare,10.00,29.90,16.21,12
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Prismatic Style Collector’s Rares,18.99,39.99,25.46,8
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Platinum Secret Rares,19.88,65.00,32.47,4
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Prismatic Style Ultimate Rare,19.90,24.99,22.44,4
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Collector's Rare,20.00,39.99,30.00,4
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Prismatic Collector’s Rare,20.00,29.90,24.95,2
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Prismatic Ultimate Rare,18.00,45.50,31.75,2
"Arias, o Mordomo de Labrinto",https://mypcards.com/yugioh/produto/320773/arias-o-mordomo-de-labrinto,Starlight Rare,120.33,160.00,151.91,9
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Ultra Rare,4.00,18.90,8.63,23
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Super Rare,4.00,14.00,6.79,14
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Secret Rare,7.90,29.99,14.13,13
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Prismatic Style Collector’s Rares,15.00,65.00,26.54,7
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Platinum Secret Rares,18.88,59.00,38.94,2
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Prismatic Style Ultimate Rare,18.88,39.99,28.20,8
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Prismatic Collector’s Rare,42.00,42.00,42.00,1
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Prismatic Ultimate Rare,45.00,45.00,45.00,1
Cavaleiro Mecânico,https://mypcards.com/yugioh/produto/320803/cavaleiro-mecanico,Starlight Rare,90.00,120.00,100.87,9
Scapegoat (stamp artwork),https://mypcards.com/yugioh/produto/320852/scapegoat-stamp-artwork,Ultra Rare,4.00,40.00,9.43,23
Scapegoat (stamp artwork),https://mypcards.com/yugioh/produto/320852/scapegoat-stamp-artwork,Starlight Rare,43.90,59.99,50.80,12
Skull Servant (stamp artwork),https://mypcards.com/yugioh/produto/320831/skull-servant-stamp-artwork,Ultra Rare,3.90,19.90,6.98,21
Skull Servant (stamp artwork),https://mypcards.com/yugioh/produto/320831/skull-servant-stamp-artwork,Starlight Rare,39.89,120.00,64.56,10
Laundry Dragonmaid (stamp artwork),https://mypcards.com/yugioh/produto/320838/laundry-dragonmaid-stamp-artwork,Ultra Rare,3.90,14.99,6.76,23
Laundry Dragonmaid (stamp artwork),https://mypcards.com/yugioh/produto/320838/laundry-dragonmaid-stamp-artwork,Starlight Rare,35.00,60.00,49.70,12
Laundry Dragonmaid (stamp artwork),https://mypcards.com/yugioh/produto/320838/laundry-dragonmaid-stamp-artwork,Quarter Century Secret Rare,54.99,54.99,54.99,1
Fossil Dig (stamp artwork),https://mypcards.com/yugioh/produto/320857/fossil-dig-stamp-artwork,Ultra Rare,3.90,18.50,7.51,22
Fossil Dig (stamp artwork),https://mypcards.com/yugioh/produto/320857/fossil-dig-stamp-artwork,Starlight Rare,39.90,150.00,67.37,13
Fossil Dig (stamp artwork),https://mypcards.com/yugioh/produto/320857/fossil-dig-stamp-artwork,Ultimate Rare,5.90,5.90,5.90,1
Magic Cylinder (stamp artwork),https://mypcards.com/yugioh/produto/320863/magic-cylinder-stamp-artwork,Ultra Rare,3.90,44.99,8.76,21
Magic Cylinder (stamp artwork),https://mypcards.com/yugioh/produto/320863/magic-cylinder-stamp-artwork,Starlight Rare,38.90,85.00,48.75,9
Infernity Launcher (stamp artwork),https://mypcards.com/yugioh/produto/320878/infernity-launcher-stamp-artwork,Ultra Rare,3.90,10.00,5.59,24
Infernity Launcher (stamp artwork),https://mypcards.com/yugioh/produto/320878/infernity-launcher-stamp-artwork,Starlight Rare,28.90,49.00,33.68,14
P.U.N.K. JAM Dragon Drive (stamp artwork),https://mypcards.com/yugioh/produto/320844/punk-jam-dragon-drive-stamp-artwork,Ultra Rare,3.00,10.00,5.57,26
P.U.N.K. JAM Dragon Drive (stamp artwork),https://mypcards.com/yugioh/produto/320844/punk-jam-dragon-drive-stamp-artwork,Super Rare,13.50,13.50,13.50,1
P.U.N.K. JAM Dragon Drive (stamp artwork),https://mypcards.com/yugioh/produto/320844/punk-jam-dragon-drive-stamp-artwork,Starlight Rare,30.00,90.00,59.69,17
Purrely Pretty Memory (stamp artwork),https://mypcards.com/yugioh/produto/320860/purrely-pretty-memory-stamp-artwork,Ultra Rare,3.50,14.50,5.64,22
Purrely Pretty Memory (stamp artwork),https://mypcards.com/yugioh/produto/320860/purrely-pretty-memory-stamp-artwork,Starlight Rare,40.00,89.00,59.78,10
New Frontier (stamp artwork),https://mypcards.com/yugioh/produto/320861/new-frontier-stamp-artwork,Ultra Rare,3.50,12.99,6.04,20
New Frontier (stamp artwork),https://mypcards.com/yugioh/produto/320861/new-frontier-stamp-artwork,10000 Secret Rare,4.99,4.99,4.99,1
New Frontier (stamp artwork),https://mypcards.com/yugioh/produto/320861/new-frontier-stamp-artwork,Starlight Rare,32.90,39.99,36.65,6
Compulsory Evacuation Device (stamp artwork),https://mypcards.com/yugioh/produto/320865/compulsory-evacuation-device-stamp-artwork,Ultra Rare,3.50,12.99,5.18,22
Compulsory Evacuation Device (stamp artwork),https://mypcards.com/yugioh/produto/320865/compulsory-evacuation-device-stamp-artwork,Starlight Rare,26.90,49.99,30.41,16
Gimmick Puppet Fantasix Machinix (stamp artwork),https://mypcards.com/yugioh/produto/320876/gimmick-puppet-fantasix-machinix-stamp-artwork,Ultra Rare,3.50,10.00,5.18,25
Gimmick Puppet Fantasix Machinix (stamp artwork),https://mypcards.com/yugioh/produto/320876/gimmick-puppet-fantasix-machinix-stamp-artwork,Starlight Rare,43.90,59.99,50.08,8
Número C104: Terror Umbral Mascarado,https://mypcards.com/yugioh/produto/320791/numero-c104-terror-umbral-mascarado,Super Rare,3.00,15.00,5.97,24
Número C104: Terror Umbral Mascarado,https://mypcards.com/yugioh/produto/320791/numero-c104-terror-umbral-mascarado,Ultra Rare,3.50,15.00,7.74,27
